timestamp,y_true,yhat,error,z_score,flag_z
2017-01-18 11:00:00+00:00,89584.0,89621.96602947051,-37.966029470509966,,0
2017-01-18 12:00:00+00:00,87244.0,87492.99147130044,-248.99147130044003,,0
2017-01-18 13:00:00+00:00,85102.0,85220.4345170603,-118.43451706030464,,0
2017-01-18 14:00:00+00:00,83199.0,83341.6505592811,-142.65055928110087,,0
2017-01-18 15:00:00+00:00,82893.0,83077.01016209633,-184.01016209632508,,0
2017-01-18 16:00:00+00:00,85831.0,85990.7851892116,-159.7851892116014,,0
2017-01-18 17:00:00+00:00,91463.0,90994.03910434208,468.9608956579177,,0
2017-01-18 18:00:00+00:00,91891.0,91282.09976962482,608.9002303751768,,0
2017-01-18 19:00:00+00:00,87827.0,87676.90649558193,150.093504418066,,0
2017-01-18 20:00:00+00:00,84113.0,84038.04096621295,74.95903378704679,,0
2017-01-18 21:00:00+00:00,84263.0,84325.9714569171,-62.97145691710466,,0
2017-01-18 22:00:00+00:00,85123.0,85410.45399031672,-287.45399031671695,,0
2017-01-18 23:00:00+00:00,83039.0,82928.42998964955,110.57001035044959,,0
2017-01-19 00:00:00+00:00,82012.0,81244.61250097629,767.3874990237091,,0
2017-01-19 01:00:00+00:00,80935.0,79974.72767584879,960.272324151214,,0
2017-01-19 02:00:00+00:00,78385.0,77452.97715065283,932.0228493471659,,0
2017-01-19 03:00:00+00:00,77577.0,76611.1265934557,965.8734065442986,,0
2017-01-19 04:00:00+00:00,80026.0,78946.50345580648,1079.49654419352,,0
2017-01-19 05:00:00+00:00,85907.0,83988.32363817409,1918.6763618259138,,0
2017-01-19 06:00:00+00:00,91654.0,89207.01571034931,2446.984289650689,,0
2017-01-19 07:00:00+00:00,93256.0,91563.25165547855,1692.7483445214457,,0
2017-01-19 08:00:00+00:00,93123.0,92112.75280497228,1010.247195027725,,0
2017-01-19 09:00:00+00:00,91987.0,91801.75072341476,185.24927658523666,,0
2017-01-19 10:00:00+00:00,90849.0,91347.02268343304,-498.02268343303876,,0
2017-01-25 11:00:00+00:00,90003.0,89748.5263574904,254.47364250960527,,0
2017-01-25 12:00:00+00:00,88792.0,87350.52871850318,1441.4712814968225,,0
2017-01-25 13:00:00+00:00,87536.0,84503.08390847467,3032.9160915253306,,0
2017-01-25 14:00:00+00:00,85717.0,82017.96748605094,3699.0325139490596,,0
2017-01-25 15:00:00+00:00,84762.0,81314.06248584825,3447.937514151752,,0
2017-01-25 16:00:00+00:00,86044.0,83652.62696207588,2391.373037924117,,0
2017-01-25 17:00:00+00:00,91006.0,89293.1093269816,1712.8906730183953,,0
2017-01-25 18:00:00+00:00,91403.0,89889.96567698856,1513.0343230114377,,0
2017-01-25 19:00:00+00:00,87527.0,86376.04303866382,1150.9569613361818,,0
2017-01-25 20:00:00+00:00,83654.0,82828.76730845195,825.2326915480517,,0
2017-01-25 21:00:00+00:00,83702.0,83149.94746111918,552.0525388808164,,0
2017-01-25 22:00:00+00:00,84590.0,84309.04577551575,280.95422448424506,,0
2017-01-25 23:00:00+00:00,82221.0,82011.60075918684,209.39924081315985,,0
2017-01-26 00:00:00+00:00,81025.0,80606.97636380495,418.02363619505195,,0
2017-01-26 01:00:00+00:00,80033.0,79571.61859949431,461.381400505692,,0
2017-01-26 02:00:00+00:00,77420.0,77081.09123240536,338.9087675946357,,0
2017-01-26 03:00:00+00:00,76419.0,76388.55040585739,30.449594142613932,,0
2017-01-26 04:00:00+00:00,78930.0,78652.28239765334,277.71760234666,,0
2017-01-26 05:00:00+00:00,84762.0,83688.30961732168,1073.6903826783237,,0
2017-01-26 06:00:00+00:00,90576.0,88909.99157824746,1666.0084217525437,,0
2017-01-26 07:00:00+00:00,92433.0,91040.20022786206,1392.799772137936,,0
2017-01-26 08:00:00+00:00,92674.0,91834.04209708396,839.9579029160377,,0
2017-01-26 09:00:00+00:00,91726.0,91689.23640691256,36.763593087438494,,0
2017-01-26 10:00:00+00:00,90888.0,91205.22998982764,-317.22998982763966,,0
2017-02-01 11:00:00+00:00,70950.0,71010.22345428256,-60.22345428256085,,0
2017-02-01 12:00:00+00:00,69552.0,69370.5468452555,181.45315474449308,,0
2017-02-01 13:00:00+00:00,67839.0,67400.7433668768,438.25663312319375,,0
2017-02-01 14:00:00+00:00,65578.0,65253.6852969604,324.3147030395994,,0
2017-02-01 15:00:00+00:00,64818.0,64384.058167457835,433.9418325421648,,0
2017-02-01 16:00:00+00:00,65709.0,65934.62171906196,-225.62171906196454,,0
2017-02-01 17:00:00+00:00,70859.0,71057.42802775369,-198.4280277536891,,0
2017-02-01 18:00:00+00:00,71863.0,71745.83296675769,117.16703324230912,,0
2017-02-01 19:00:00+00:00,67785.0,68125.8333936067,-340.8333936067065,,0
2017-02-01 20:00:00+00:00,63877.0,64570.28088651457,-693.2808865145707,,0
2017-02-01 21:00:00+00:00,63873.0,64758.62584143439,-885.6258414343902,,0
2017-02-01 22:00:00+00:00,65021.0,65937.7972739286,-916.7972739286051,,0
2017-02-01 23:00:00+00:00,62300.0,63400.12205758965,-1100.1220575896514,,0
2017-02-02 00:00:00+00:00,59941.0,61213.23180562047,-1272.2318056204676,,0
2017-02-02 01:00:00+00:00,58505.0,59869.005129335725,-1364.0051293357246,,0
2017-02-02 02:00:00+00:00,55838.0,57228.24527460642,-1390.2452746064228,,0
2017-02-02 03:00:00+00:00,54879.0,56368.52134633456,-1489.5213463345572,,0
2017-02-02 04:00:00+00:00,57125.0,58563.52467331758,-1438.524673317581,,0
